NCTId,Condition,Brief Title,Completion Date,Intervention Name,Phase,Enrollment,Primary Outcome,Secondary Outcome,Study Type,Lead Sponsor,Eligibility,Location,Study First Post Date
NCT04555135,"Colon Polyp, Colon Neoplasm, Colon Adenoma",A Clinical Study To Measure The Effect Of Use Of Artificial Intelligence (AI) Enabled Computer Aided Detection (CADe) Assistance Software In Detecting Colon Polyps During Standard Colonoscopy Procedures,2021-11-30,EndoVigilant Software,Not Applicable,769,"Average Number of Adenomas Per Colonoscopy for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Percent of extractions that are adenomas per Colonoscopy for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms.","Average Number of Serrated Polyps per Colonoscopy for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Average Number of Non-adenomatous, non-serrated polyps per colonoscopy for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Adenoma Detection Rate in Screening Colonoscopies for study subjects undergoing screening colonoscopy procedures, separately calculated for each of the study arms., Serrated Polyp Detection Rate in Screening Colonoscopies for study subjects undergoing screening colonoscopy procedures, separately calculated for each of the study arms., Adenoma Detection Rate in All Colonoscopies for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Serrated Polyp Detection Rate in All Colonoscopies for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Adenomatous Polyp Location Distribution Per Colonoscopy (Distal and Proximal Colon) for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Adenomatous Polyp Size Distribution Per Colonoscopy <6mm, 6-10mm, or >=10mm) for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Adenomatous Polyp Distribution by Paris Classification (Ip/Is, IIa/b/c) Per Colonoscopy for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Average time duration from the time when cecum is reached and the end of the colonoscopy procedure for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms., Average duration of the entire colonoscopy procedure for all study subjects undergoing colonoscopy procedures, separately calculated for each of the study arms.",Interventional,,"Inclusion Criteria:

Patient is 45 years old or older.
Patient is presenting for colon cancer screening or low-risk surveillance colonoscopy. Low risk surveillance is defined as the patient qualifying for a colonoscopy surveillance interval of 5 years based on US Multi-Society Task Force 2020 Guidelines (i.e., up to 4 tubular adenomas <1cm, up to 4 sessile serrated polyps <1cm on most recent colonoscopy).
Informed consent document for participating in the study signed by patient or patient's guardian.

Exclusion Criteria:

Patient has known history of inflammatory bowel disease (ulcerative colitis, Crohn's disease).
Patient has known or suspected polyposis or hereditary colon cancer syndrome (such as familial adenomatous polyposis, hereditary nonpolyposis colorectal cancer).
Patient referred for diagnostic colonoscopy to work up symptoms (such as abdominal pain or bleeding), laboratory abnormalities (such as anemia) or imaging findings (such as masses found on imaging).
Patient has history of colon resection (not including appendectomy).","United States, United States, United States, United States",2020-09-18
NCT05246163,Skin Cancer,ARTIficial Intelligence-based Smartphone Application for Skin Cancer Detection,2023-12-31,,Unaddressed,1500,"To evaluate the sensitivity and specificity of the application. The risk assessment of the application will be compared to the gold standard. The gold standard is defined as the histopathologic diagnosis (in biopsied and excised lesions) or clinical assessment by one or two experienced dermatologists. The risk assessment of the application is defined as low (green), medium (orange) or high (red) risk. The biopsied or excised skin lesions will be categorized as benign or malignant.","To examine the usability and reproducibility of the application. Lesion-specific parameters will be collected (e.g., localization, hair or other disturbing factors, etc). A repeated analysis of one or more specific lesions will be made in different lighting conditions and from different camera positions. Given the evolution of the camera quality, different smartphones will be tested. Finally, the patient will also be asked to perform an analysis to assess the user friendliness., Patients will be asked about their willingness-to-use medical smartphone applications, including more specifically, a skin cancer detection application. Participants will provide their level of agreement or disagreement for a series of statements with a agree-disagree scale (1 = strongly disagree to 5 = strongly agree)., Patient's confidence will be scored on a 5-point scale (1 = not confident to 5 = highly confident). Higher scores indicate a greater confidence in the evaluation and risk stratification of suspicious lesions by a skin cancer detection application",Observational,,"Inclusion Criteria:

Patients with one or two lesions meeting at least one of the following criteria:

New mole in an adult (> 18 years old);
'Ugly duckling' sign (i.e. mole that looks different from other moles in the same person)
Changing mole (size, color, shape or structure);
Rapid growing lesion
Non-healing lesion
Written informed consent of the patient

Exclusion Criteria:

Lack of informed consent for study participation",Belgium,2022-02-18
NCT05640011,Breast Cancer,Clinical Validation of an Artificial Intelligence Algorithm to Help Interpret Mammograms,2022-12-31,,Unaddressed,1000,This assessment is based on contouring the tumor area on mammograms.,,Observational,,"Inclusion criteria:

Adult woman aged 40 to 75
Treatment at the HUS between 2010 and 2020 for breast cancer
including mammography and histological evidence available
Patient who has already given her consent for the reuse of her anonymous data for research purposes

Exclusion criteria:

- Woman who expressed her opposition to participating in the study",France,2022-12-07
NCT04629417,Rotator Cuff Pathology,Measuring Adherence to Home Shoulder Physiotherapy With Artificial Intelligence,2024-04-30,Smart Physiotherapy Activity Recognition System (SPARS),Not Applicable,103,"Watch will begin recording inertial sensor data when it is put on during supervised and home physiotherapy exercises, and will stop recording when it is removed.","Clinical and return to work outcome data Full-time, part-time, off-work, modified or regular duties, Scale range: 0 to 10 (whole number integers). Higher scores represent more pain., Self administered questionnaire to self rate upper extremity disability and symptoms. Comprises of a 30-item disability/symptom scale, and higher scores represent more symptoms/disability., Rotator cuff strength testing using manual muscle testing as well as strength testing with a dynamometer, Measured by handheld goniometer",Interventional,,"Inclusion Criteria:

Males and females over the age of 18
Be diagnosed with rotator cuff tendinosis, shoulder impingement syndrome or a rotator cuff tear
Will be undergoing planned conservative management
Be able to participate in home physiotherapy exercises

Exclusion Criteria:

Upper extremity neurological deficit
Have had a previous failed surgery on the shoulder that is currently being treated
Undergoing simultaneous treatment for both shoulders",Canada,2020-11-16
NCT05545189,Colorectal Polyp,Polyp Histology Prediction by Artificial Intelligence,2024-03-31,"colonoscopy,polypectomy",Unaddressed,1200,polyp histology prediction by AI,,Observational,,"Inclusion Criteria:

colorectal polyps removed by polypectomy

Exclusion Criteria:

colorectal polyps with IBD",,2022-09-19
NCT06040710,"Colorectal Polyp, Colorectal Adenoma",Artificial-intelligence-based QUAntification of Size measuremeNts of Adenoma in Routine Endoscopy,2024-03-31,POSEIDON size estimation software with the EndoMind polyp detection system,Unaddressed,156,"The error between gold standard polyp size and estimation using POSEIDON and optical estimation will be compared in pairs for the same polyps. If more than three polyps are measured in the same examination, 3 of them are included.","Polyps will be split into size categories based on national and international guidelines. The study will assess the errors of both POSEIDON and optical estimation within each group through pairwise comparison, Polyps will be split into based on their histological evaluation. The study will assess the errors of both POSEIDON and optical estimation within each group through pairwise comparison., The study determines follow-up intervals based on three international standards, solely considering polyp size estimated by the two methods., Evaluation of the percentage polyps for which the endoscopist was unable to obtain a proper measurement with the proposed method.",Observational,,"Inclusion Criteria:

Adult patients
Scheduled for colonoscopy

Exclusion Criteria:

Patient Level:

Inflammatory Bowel Disease
Familiar Polyposis Syndrome
Patient after radiation/resection of colonic parts

Data Level

Failure to initialize system before examination
Missing instrument placement next to polyp to obtain gold standard",Germany,2023-09-15
NCT05292157,Arthroplasty Complications,Validation and Feasibility in Clinical Practice and Concordance of an Automated System Coupling an RGB-D Camera and a Software Based on Artificial Intelligence for the Measurement of Shoulder Range of Motion for Patients Operated on a Total Reversed Shoulder Prosthesis.,2022-05-31,shoulder arthroplasty,Unaddressed,50,"'The main evaluation criterion is the measurement of joint amplitude measured in degrees [°].

The ranges that will be measured are those normally assessed in clinical practice: abduction-adduction, flexion-extension and external-internal rotation elbow close to body or at 90°.",'Joint range of postoperative joint range of motion measurements estimated in the preoperative planning phase by the Blue-Print software is compared with the actual postoperative range of motion observed with the system system RGB-D+IA,Observational,,"Inclusion Criteria:

Male or female, age ≥ 18 years old.
Patient having undergone a total reversed shoulder prosthesis in the department of Orthopedic Surgery of the CHU of Nice - Pasteur Hospital with at least two years of follow-up.

Exclusion Criteria:

patient Not take in charge in the CHU of Nice
Patient without 2 years of follow-up",France,2022-03-23
NCT06041945,Colonic Neoplasms,Artificial Intelligence to Implement Cost-saving Strategies for Colonoscopy Screening Based on in Vivo Prediction of Polyp Histology,2027-09-01,"Standard, high-definition colonoscopy with the use of CADe assistance, Standard, high-definition colonoscopy with the use of CADe/CADx assistance, no leave-in-situ, Standard, high-definition colonoscopy with the use of CADe/CADx assistance, leave-in-situ",Not Applicable,1800,"Non-inferiority in the Adenoma Detection Rate, defined as the proportion of participants with at least one adenoma (per-patient analysis) in the three arms, when adopting a cost-saving leave-in-situ strategy for non-neoplastic rectosigmoid diminutive polyps.","Negative Predictive Value for colorectal neoplasia when adopting a leave-in-situ strategy for rectosigmoid diminutive polyps based on the use of Artificial Intelligence., Concordance between post-polypectomy surveillance based on strategies based on optical diagnosis with Artificial Intelligence and those based on histology, and when adopting a leave-in-situ strategy for colorectal diminutive polyps based on the use of Artificial Intelligence, Change in the cost of polypectomy and histology in screening programs, when implementing strategies based on Artificial Intelligence-based optical biopsy, without changes in benefit related with detection of colorectal neoplasia",Interventional,,"Inclusion Criteria:

All >40 years-old patients undergoing colonoscopy for selected indications

Exclusion Criteria:

patients with personal history of CRC, or IBD
patients affected with Lynch syndrome or Familiar Adenomatous Polyposis.
patients with inadequate bowel preparation (defined as Boston Bowel Preparation Scale <2 in any colonic segment).
patients with previous colonic resection.
patients on antithrombotic therapy, precluding polyp resection.
patients who were not able or refused to give informed written consent.","Italy, Italy",2023-09-18
NCT05079776,"Growth; Stunting, Nutritional",Assessing a Length Artificial Intelligence Algorithm to Estimate Length of Children,2022-06-20,Physical length measurement,Unaddressed,200,"Accuracy of the length AI in a clinic and in a home setting, derived from:

The length AI prediction from images collected
The physical length measurement of subjects","Investigator's assessment on the ease of collecting the images [Very Easy, Easy, Normal, Difficult, Very Difficult], Parental acceptability of length AI assessed via the study questionnaire [Very useful, useful, neutral, not useful, very not useful], Investigators' (or delegates) likelihood of using the length AI assessed via the study questionnaire [Very Likely, Likely, Neutral, Unlikely, Very Unlikely]",Observational,,"Inclusion Criteria:

Children aged 0 to 18 months old.
Parent(s) should have access to the internet and a smartphone or tablet to complete study questionnaires, take images and upload images.
Parent(s) should be able to comprehend the content of the study and to complete the study questionnaires in English.
Written consent from parent.

Exclusion Criteria:

Parent(s) incapable of completing the study questionnaires and uploading of the images using smart phone or tablet with internet.
Children unable to undergo length measurement (e.g. children with structural abnormalities of the lower limbs or orthopedic conditions such as club foot, hip dysplasia, etc).",Singapore,2021-10-15
NCT04811937,Adenomatous Polyps,Development of a Computer-aided Polypectomy Decision Support,,Computer-aided polypectomy decision support by Artificial Intelligence,Not Applicable,0,"accuracy with which the CADp system predicts completeness of polypectomy in the test set with the reference standard for completeness being determined by the histology of post-polypectomy margin biopsies; if free from any polyp tissue (adenomatous, serrated or hyperplastic), the resection will be considered complete. If remnant polyp tissue is detected in any one or more of the margin biopsies the resection is deemed incomplete, We will evaluate the agreement between the different subjective and objective ways of assessing the completeness of the polypectomy : evaluation of margins (presence or not, measurement of margins) by endoscopists self-assessment, and by expert consensus., Evaluation of the concordance of data on polyp size, extension of margins around the polyp, quality of resection between clinical data (endoscopists' self-assessment and experts' assessments) and CADp prediction., Based on the results and comparison of the different assessment methods, we will perform sensitivity analyses to assess the validity and robustness of the choice of primary outcome.",,Interventional,,"Inclusion Criteria:

Signed informed consent
Age 45-80 years
Indication to undergo a lower GI endoscopy.

Exclusion Criteria:

Known inflammatory bowel disease
Active colitis
Coagulopathy
Familial polyposis syndrome;
Poor general health, defined as an American Society of Anesthesiologists (ASA) physical status class >3
Emergency colonoscopies",Canada,2021-03-23
NCT05573308,"Malocclusion, Misaligned Teeth",Optimizing Orthodontic Appliances Efficiency With Remote Dental Monitoring and Artificial Intelligence Algorithms,2027-12-30,"Clear Aligners with Dental Monitoring, Clear Aligners",Not Applicable,12,"The primary outcome, the number of trays completed with an adequate fit after 6, 12 months and end of treatment (treatment length ranged 18-30) months.","The higher the ABO DI score, the more complex the case. Therefore with treatment progress, the DI Score should Decrease at least 1 point from the ABO DI score before treatment., The ABO score for the case is calculated by summing the scores for the 8 categories. The casts are scored in 7 categories (alignment, marginal ridges, buccolingual inclinations, occlusal relationships, occlusal contacts, overjet, and interproximal contacts), and panoramic radiographs are scored according to the single category of root angulation.

If fewer than 20 points are scored overall, the case is considered to meet the ABO standard. If 20 to 29 points are scored, then the standard of work is undetermined. If more than 30 points are scored, the case is considered unacceptable., 3D Comparison Analysis will be performed to evaluate the treatment progress using a sophisticated processing software package (Control; Geomagic, Research Triangle Park, NC). Furthermore, each 3D digital dental scan at T3 will be superimposed on the 3D Digital model of the corresponding treatment stage in the aligner software (representing the ideal outcome).To determine the degree of tooth movement achieved with respect to the prescription, the following formula will be applied to each movement of each tooth.

1-(Ideal outcome-treatment outcome)/(Ideal outcome- Pre-treatment)",Interventional,,"Inclusion Criteria:

Patients who request clear aligner treatment with the sole aim of correcting dental alignment.
Patients must be 12 years old or older.
Complete permanent dentition (excluding third molars).
Non-extraction treatment,
Upper or lower labial segment crowding. malocclusion to be treated with more than 20 Clear Aligners.

Exclusion Criteria:

Patients with systematic diseases or syndromes
Patients with a history or current use of Bisphosphonates
Patients with current use of nonsteroidal anti-inflammatory drugs (NSAIDs)
Active periodontal disease
Presence of dental prostheses,
The presence of dental anomalies (7) The treatment combined with fixed appliances or other auxiliary appliances.","United States, United States, United States, United States",2022-10-10
NCT04319055,"Facial Plastic and Reconstructive Surgery, Periocular Diseases, Orbital Diseases, Artificial Intelligence",AI-Assisted Facial Surgical Planning,2019-07-30,,Unaddressed,17932,"An Artificial Intelligence Approach, An Artificial Intelligence Approach, An Artificial Intelligence Approach, The model interpretability is accessed by Grad-CAM (Class Activation Maps).",,Observational,,"[Inclusion Criteria]

The participants who were 20-year-old or above,
Surgical informed consent was endorsed by the participants themselves,
Participants who have surgical indications of the oculofacial surgeries, and
The participants who agreed on photograph taking after explanation by the surgeon at outpatient clinics.

[Exclusion Criteria]

The participants who were 19-year-old or under,
The participants who don't have surgical indications of the oculofacial surgeries,
The participants who were designed for minimal invasive treatments, such as Botox or any kind of fillers injection,
The participants who refused photograph taking for any reason, and
The participants who are not available for standard quality of photograph taking, such as bedridden patients.",Taiwan,2020-03-24
NCT05429333,Constipation - Functional,Effect of Microbiome Modulation by Diet in Functional Constipation,2021-12-27,Artificial intelligence-assisted personalized diet,Not Applicable,50,"The proportion of patients with a mean of three or more complete bowel movements per week (CBMpW) at 10 weeks is compared between control and study groups., The proportion of the patients with more than 50% improvement in total Patient Assessment Constipation Quality of Life score is compared between control and study groups.",,Interventional,,"Inclusion Criteria:

Patients fulfilling Rome IV criteria for functional constipation (FC)
Patients who had a colonoscopy performed within the last 5 years
Patients who had a colonic transit time assessment within the last 3 months
Patients who had a magnetic resonance defecography within the last 3 months

Exclusion Criteria:

Use of antibiotics, probiotics, and/or prebiotics within the last 4 weeks
Gastrointestinal endoscopy within the last 4 weeks
Major gastrointestinal surgery (total/segmental gastrectomy, small bowel and/or colonic resection)
Cholecystectomy
Inflammatory bowel diseases
Celiac disease
Any etiology of chronic constipation other than FC (irritable bowel syndrome, rectocele, dyssynergic defecation, opioid use)
Endocrine, metabolic or neurologic disorders causing constipation (hypothyroidism, Parkinson's disease, paraplegia)",Turkey,2022-06-23
NCT06012058,Glaucoma,Glaucoma Screening With Artificial Intelligence,2025-02-25,"ROTA assessment by AI, Optic disc assessment by AI",Not Applicable,3175,The area under the receiver operating characteristic curve (AUC) for detection of glaucoma,"ICER for glaucoma screening measured by incremental cost per true positive case detected, incremental cost per incremental QALY, Proportion of patients with glaucoma",Interventional,,"Inclusion Criteria:

Individuals aged 50 years or above

Exclusion Criteria:

Physically incapacitated
Not able to cooperate for clinical examination or optical coherence tomography (OCT) investigation will be excluded","Hong Kong, Hong Kong",2023-08-25
NCT04655924,Depression,Artificial Intelligence in Depression - Medication Enhancement,,Clinical Decision Support System,Not Applicable,500,"Adverse and Serious Adverse Events, This is approved as a physician partially-blinded study and, as such, physicians are blinded to the primary outcome.","To evaluate time to remission between groups. The hypothesis is that time to remission will be shorter in the active intervention group compared to the active control group., To evaluate response rate between groups. The hypothesis is that the response rate (defined as 50% improvement in symptoms) and time to response, will be higher and lower, respectively, in the active intervention group compared to the active control group., To evaluate between-group differences in patient disability outcomes. The hypothesis is that the physicians in the active intervention arm will produce superior patient outcomes to those physicians using usual guideline-informed practice, in terms of patient function as measured by a rating scale (WHODAS).",Interventional,,"Patient Inclusion Criteria:

diagnosed with major depressive disorder by a physician using DSM-V criteria
able to provide informed consent
patients must confirm that they are comfortable being treated for depression by their physician, who may propose a range of treatment options, such as medications or psychotherapies, consistent with best practice guidelines for depression which are included in the application. Physicians will be required, as in usual practice, to explain treatments to patients and patients will be able to give and withdraw consent for treatment in general or for specific treatments as in usual practice.

Patient Exclusion Criteria:

bipolar disorder of any type
inability or unwillingness of the individual to give informed consent
inability to manage patient in an outpatient setting (i.e. imminent suicidality)
active major depression is not the main condition being treated (i.e. the patient has depressive symptoms in the context of severe substance abuse or a psychotic disorder, but a primary diagnosis of major depressive episode (MDE) cannot be made or would result in inappropriate care).
inability to use the tool (i.e. patient cannot interface with a mobile phone or computer due to delirium, or another medical condition)* *Note that for patients who do not have access to mobile or desktop devices but are able to use them or to be trained to use them, these will be provided to them at no cost.

Physician Inclusion Criteria:

any family doctor/primary care physician or psychiatrist accredited in Canada or the USA who treats patients with depression on at least a monthly basis, as well as residents from these specialities supervised by a participating physician
able to provide informed consent
comfortable prescribing the range of potential treatments which could have probabilities provided for them by the CDA

No Physician Exclusion Criteria","United States, United States, United States, United States, United States, Canada, Canada, Canada, Canada, Canada, Canada",2020-12-07
NCT05228197,Prostatic Neoplasms,Imperial Prostate 6 - Cancer Histology Artificial Intelligence Reliability Study.,2023-03-31,Biopsy & Imaging,Unaddressed,780,"Sensitivity, specificity, positive and negative predictive value of Galen Prostate AI on a patient basis for prostate cancer rated Gleason score 7 (ISUP Grade Group >/=2) or greater by consensus pathology review., Includes all the relevant cost and consequences for the Ibex-AI and comparator. Costs: medical equipment, mean cost per diagnosis, primary and secondary care appointments, healthcare professionals' costs, cost of the diagnostic tests and of follow-up testing. Consequences: test accuracy, diagnostic yield, and therapeutic yield., Will be presented in the form of an Incremental Cost-Effectiveness Ratio (ICER), a ratio of 'extra cost per extra unit of health outcome' for the intervention vs the comparator.

Costs: medical equipment, mean cost per diagnosis, primary and secondary care appointments, healthcare professionals' costs, cost of the diagnostic tests and of follow-up testing, implementation costs of adopting the intervention in the NHS, cost of treatment, treatment of adverse effects from the test or treatment, and any monitoring needed before or after the treatment.

Health outcomes: Quality-adjusted life years (QALY). QALYs will be calculated by estimating the years of life remaining for a patient following diagnosis and weighting each year with a quality-of-life score (EQ-5D questionnaire).","Sensitivity, specificity, positive and negative predictive value of Galen Prostate AI on a slide/biopsy grouping basis (weighted by patient) for prostate cancer rated Gleason score >/=7 (ISUP Grade Group >/=2) by consensus pathology review., Sensitivity, specificity, positive and negative predictive value of Galen Prostate AI on a patient basis for all prostate cancer., Area under the receiver operating characteristic curve (AUC) at the patient and slide/biopsy grouping levels for any cancer and clinically significant prostate cancer defined by any Gleason score >/=7 (ISUP Grade Group >/=2)., Agreement of Galen Prostate AI with pathology report for cancer length (mm) on slide/biopsy grouping level and patient level (maximum cancer length)., Agreement of Galen Prostate AI with histology reported percent Gleason Grade pattern 4., Agreement of Galen Prostate AI with histology reported Gleason score or Grade Group (GG) categories at slide/biopsy grouping level and patient level., Cancer area (mm2) by slide (Galen Prostate AI only)., Uncalibrated Galen Prostate tool (software) assessed using above primary and secondary metrics., Volume of local pathology reporting (histology slides) on above primary and secondary metrics compared to independent pathology reporting., Databank of scanned high-resolution histology slides and MRI DICOM images linked to clinical parameters for future academic and commercial research into development and validation of diagnostic and prognostic tools for prostate diseases., Number of participants consenting to linkage to national databases for longitudinal healthcare outcomes reporting and correlation to clinical, MR-imaging and histological parameters collected in this study., Cost-effectiveness of Galen Prostate system within the NHS (QALYs questionnaire).",Observational,,"Inclusion Criteria:

Patients with a prostate (either cis-male gender or trans-female gender with no prior hormone use at all).
Age 18 years or above.
Undergoing prostate biopsy as a result of an elevated serum PSA or abnormal digital rectal exam, who have undergone a pre-biopsy multi-parametric MRI and advised to undergo prostate biopsies.

(Please note: the Calibration stage requires patients who have already undergone a biopsy and the pathology has been processed over the prior 0 to 12 months).

Exclusion Criteria:

Unwilling or unable to give consent.
Any duration or type or dose of androgen deprivation therapy in the 6 months prior to screening.
Any prior radiotherapy to the prostate or pelvis (including the prostate) or ablation or chemical treatment of the prostate for treating cancer: these types of treatment affect the anatomy of prostate tissue microstructure for which Galen Prostate AI is not currently validated. NB: any treatment for benign enlargement of the prostate is permitted.","United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom",2022-02-08
NCT05336448,Critical Illness,POCUS AI in Critically Ill Patients,2022-06-11,,Unaddressed,99,"Assess the accuracy of automatic measurements to determine ultrasound parameters using portable versus ultra-portable ultrasound scanners.

- Assess the accuracy of POCUS performed by inexperienced professionals using portable versus ultraportable ultrasounds.",,Observational,,"Inclusion Criteria:

Patients aged 18 years or over, admitted to the intensive care department which, according to the clinical assessment of the medical team, would benefit from an ultrasound assessment.

Exclusion Criteria:

Patients with atrial fibrillation or other dysrhythmias;
Inappropriate acoustic window for ultrasound assessment.",Portugal,2022-04-20
NCT05300113,"CNS Tumor, Neuropathology",Artificial Intelligence Neuropathologist,2024-12-01,,Unaddressed,1000,"After supervised training, the software of the histopathological diagnosis of CNS tumor achieve at least 70% accuracy, Hardware investigation for pathology section image collection, to automatically scan the section images., Molecular information being added to the histopathological diagnosis regarding to WHO 2016 CNS Tumor guide. Combine histopathology and molecular to give final diagnosis","Improve diagnosis accuracy of the system by continuous collection with a large number of CNS tumor cases from Huashan Hospital, which can be done without supervision.",Observational,,"Inclusion Criteria:

The participants diagnosed with brain cancer by diagnosis of WHO 2016 classification of CNS tumors.

Exclusion Criteria:

Voluntarily quit",China,2022-03-29
NCT04354675,Breast Cancer,Effectiveness of AI Genetic Counseling Program vs In-person Genetic Counseling in Breast Cancer,2025-01-01,"Automated program (ChatBot), Genetics counselor, BCGCKQ Survey, Satisfaction Survey, Genetic testing",Not Applicable,100,"Up-take of testing for those who do not meet NCCN guidelines for genetic testing, Mean overall patient satisfaction with decision about genetic testing as assessed by survey. The survey is a previously validated six-question Likert scale based survey. The scale ranges from 6 to 30, with higher scores indicating more satisfaction.

Satisfaction will be compared between groups with t-test or Wilcoxon rank sum test. Published data suggest that standard deviation on the satisfaction survey is 3. A 2 point difference in average satisfaction score between groups is considered to be relevant, Comprehension as assessed by previously validated survey consisting of 27 questions, which are a blend of True or False and multiple choice questions. The scale ranges from to , with higher scores indicating more comprehension.

Comprehension will be compared between groups with t-test or Wilcoxon rank sum test.","Mutation rate as described by percentage of overall cohort with mutation. Groups will be compared with Chi-square test or Fisher's exact test, Number of patients who decline genetic testing. Groups will be compared with Chi-square test or Fisher's exact test, Reasons for not pursuing genetic testing in those who declined will be collected as a descriptive measure and then analyzed as frequencies of the different responses, summarizing the most common answers, Time to treatment will be compared between patients who had genetic testing to those who did not using t-test or Wilcoxon rank sum test among all study patients.",Interventional,,"Inclusion Criteria:

Subjects diagnosed with Stage 0-3 breast cancer.
Patients who do not satisfy current NCCN criteria for referral to a genetics counselor and genetics testing.
Must have the ability to understand and the willingness to sign a written informed consent document as well as complete the study questionnaires.

Exclusion Criteria:

- N/A",United States,2020-04-21
NCT05412420,Solid Tumor,Artificial Intelligence to Search for Abnormalities in Ambulatory Cancer Patients,2023-09-19,Patient Self-Reporting of Symptoms,Not Applicable,500,The number of unscheduled medical consultations or re-hospitalisations will be assessed based on abnormalities identified through the patient's self-report of symptoms.,"Patient satisfaction will be assessed according to the Patient Assessment Chronic Illness Care Questionnaire (1= almost never : 5 = almost always), The occurrence of toxicities will be evaluated according to the NCI-CTCAE v5.0 classification, The total dose of treatments given will be calculated from the total dose of chemotherapy received per course and the collection of dose adjustments., Adherence to oral treatments will be assessed by the Morisky questionnaire, Handling of the digital tool will be assessed by the System Usability Scale ( 0 =Strongly disagree; 10=Strongly agree), Anticipation of injectable chemotherapy preparations will be evaluated based on the number of treatments ordered and actually administered, without the need to call the patient., The occurrence of sarcopenia will be measured by the body mass/fat mass ratio using the CT scan performed for tumor evaluation",Interventional,,"Inclusion Criteria:

Follow-up for a solid tumor
Chemotherapy treatment (oral and/or injectable) scheduled or in progress
Life expectancy > 3 months
Performance Status (PS) < 3
Have an internet connection or assistance to answer questions throughout the study (nurse, family members, etc.)
Patient having understood, signed and dated the consent form
Patient affiliated to the social security system

Exclusion Criteria:

Lack of means to answer the online questionnaires
Patient in another therapeutic trial with an experimental molecule
Patients and their families who cannot read or speak French
Persons deprived of liberty or under guardianship (including curatorship)",France,2022-06-09
NCT04531995,Cancer,One Million Cancer Treatment Months,,CANKADO PRO-React Onco,Unaddressed,166000,"Using the EuroQol-visual analogue scale, abbreviated as EQ-VAS Scale, containing values between 100 (best imaginable health) and 0 (worst imaginable health), (answered by patients), Assessed using a question set aligned with the PRO-CTCAE and CTCAE (answered by patients), yes/no (answered by physician), yes/no (answered by physician), yes/no (answered by physician), yes/no (answered by physician), yes/no (answered by physician), yes/no (answered by physician)","according to ICD classification, According to Bloem et al (PMID: 32771005), The timepoints at which a patient uses the CANKADO System to document patient-reported outcomes are retrieved from the system including date and time, The frequency at which a patient uses the CANKADO System to document patient-reported outcomes are calculated using the timepoints of patient documentation",Observational,,"Inclusion Criteria:

Signed informed consent
Age ≥ 18 years
Diagnosed with cancer
Prescribed CANKADO PRO-React Onco

Exclusion Criteria:

Lack of consent to study participation or lack of patient's ability to consent
Enrolled in this trial within a further treatment","Germany, Germany, Germany, Germany",2020-08-31
NCT05884008,Coronary Artery Disease,Risk Evaluation by COronary CTA and Artificial intelliGence Based fuNctIonal analyZing tEchniques - I,2025-12-31,,Unaddressed,300,"Coronary plaque risk was determined using an artificial intelligence (AI) guided risk stratification model based on Coronary CTA structural, functional and radiomic analysis.",,Observational,,"Inclusion Criteria:

Age between 18-80 years old
Received coronary CT angiography 3 months to 5 years prior to acute coronary myocardial infarction. CCTA identified coronary atherosclerotic plaques with diameter stenosis ≥ 10%

Exclusion Criteria:

Familial hypercholesterolemia
Prior history of percutaneous coronary intervention (PCI) or coronary artery bypass graft (CABG)
Prior history of myocardial infarction before the recent event
Severe liver or renal insufficiency","China, China, China, China, China, China, China, China, China",2023-06-01
